claim_id,employee_id,claim_date,expense_category,vendor_name,currency,amount_local,amount_usd,fx_rate,project_code,cost_center,approval_status,approver_id,receipt_attached,notes,reimbursable
EXP-0002603,EMP-000988,2024-03-26,Travel-Ground,Vendor-190,GBP,5401.99,6860.53,1.27,PROJ-039,CC-0003,REJECTED,MGR-001,Y,Conference attendance,N
EXP-0002604,EMP-000969,2025-03-22,Software License,Vendor-87,JPY,11295.8,75.68,0.0067,PROJ-036,CC-0020,PENDING,MGR-001,N,,N
EXP-0002605,EMP-001415,2024-11-26,Marketing Materials,Vendor-126,INR,13244.82,158.94,0.012,PROJ-043,CC-0001,CANCELLED,MGR-001,Y,,Y
EXP-0002606,EMP-001782,2024-06-30,Telecoms,Vendor-58,EUR,8208.6,8947.37,1.09,PROJ-016,CC-0012,PENDING,MGR-003,Y,,N
EXP-0002607,EMP-001831,2024-07-17,Software License,Vendor-154,GBP,5624.72,7143.39,1.27,PROJ-042,CC-0014,REJECTED,MGR-002,N,Team lunch,N
EXP-0002608,EMP-000568,2025-01-03,Software License,Vendor-9,SGD,3998.58,2958.95,0.74,PROJ-030,CC-0005,PENDING,MGR-001,Y,Conference attendance,N
EXP-0002609,EMP-000101,2025-05-06,Software License,Vendor-104,USD,7899.77,7899.77,1.0,PROJ-048,CC-0010,REJECTED,MGR-001,Y,,Y
EXP-0002610,EMP-000022,2024-04-21,Travel-Air,Vendor-144,USD,4807.71,4807.71,1.0,PROJ-042,CC-0018,CANCELLED,MGR-002,Y,Monthly subscription,N
EXP-0002611,EMP-001205,2024-08-05,Training,Vendor-137,SGD,6534.27,4835.36,0.74,PROJ-050,CC-0018,CANCELLED,MGR-002,N,Team lunch,N
EXP-0002612,EMP-000497,2024-08-12,Meals,Vendor-77,JPY,11444.28,76.68,0.0067,PROJ-029,CC-0015,REJECTED,MGR-003,Y,Client visit,Y
EXP-0002613,EMP-001763,2024-05-31,Travel-Ground,Vendor-178,SGD,8661.58,6409.57,0.74,PROJ-028,CC-0006,APPROVED,MGR-003,Y,Monthly subscription,Y
EXP-0002614,EMP-000595,2024-07-30,Marketing Materials,Vendor-164,EUR,3286.47,3582.25,1.09,PROJ-032,CC-0008,REJECTED,MGR-002,Y,Monthly subscription,Y
EXP-0002615,EMP-000018,2024-11-23,Travel-Air,Vendor-65,GBP,9008.29,11440.53,1.27,PROJ-031,CC-0005,CANCELLED,MGR-001,Y,,N
EXP-0002616,EMP-000553,2024-12-29,Telecoms,Vendor-125,EUR,8931.63,9735.48,1.09,PROJ-029,CC-0008,CANCELLED,MGR-002,Y,,N
EXP-0002617,EMP-000191,2025-03-25,Client Entertainment,Vendor-125,GBP,9101.41,11558.79,1.27,PROJ-047,CC-0008,CANCELLED,MGR-002,Y,Client visit,N
EXP-0002618,EMP-001652,2024-11-02,Marketing Materials,Vendor-192,INR,7864.35,94.37,0.012,PROJ-039,CC-0012,REJECTED,MGR-002,Y,Client visit,Y
EXP-0002619,EMP-000541,2025-02-03,Travel-Hotel,Vendor-112,AUD,14388.25,9352.36,0.65,PROJ-016,CC-0019,REJECTED,MGR-001,Y,Team lunch,N
EXP-0002620,EMP-000569,2024-08-30,Training,Vendor-164,SGD,7156.19,5295.58,0.74,PROJ-011,CC-0003,PENDING,MGR-001,Y,,N
EXP-0002621,EMP-001849,2024-03-15,Telecoms,Vendor-21,SGD,5544.17,4102.69,0.74,PROJ-036,CC-0019,CANCELLED,MGR-002,Y,Team lunch,Y
EXP-0002622,EMP-001668,2024-02-11,Travel-Air,Vendor-16,EUR,10959.77,11946.15,1.09,PROJ-021,CC-0019,APPROVED,MGR-002,Y,Monthly subscription,Y
EXP-0002623,EMP-000660,2025-01-08,Client Entertainment,Vendor-9,SGD,3459.42,2559.97,0.74,PROJ-021,CC-0019,APPROVED,MGR-003,N,Monthly subscription,N
EXP-0002624,EMP-000258,2025-04-25,Travel-Hotel,Vendor-35,EUR,4363.84,4756.59,1.09,PROJ-013,CC-0020,PENDING,MGR-001,Y,Team lunch,N
EXP-0002625,EMP-001797,2024-07-18,Software License,Vendor-157,CAD,3040.65,2250.08,0.74,PROJ-031,CC-0011,APPROVED,MGR-003,Y,Client visit,Y
EXP-0002626,EMP-001877,2024-01-01,Marketing Materials,Vendor-126,GBP,8920.22,11328.68,1.27,PROJ-036,CC-0016,REJECTED,MGR-003,Y,,Y
EXP-0002627,EMP-000953,2025-03-11,Meals,Vendor-13,SGD,14763.63,10925.09,0.74,PROJ-038,CC-0016,CANCELLED,MGR-001,N,Team lunch,N
EXP-0002628,EMP-001024,2025-05-25,Marketing Materials,Vendor-84,JPY,418.11,2.8,0.0067,PROJ-022,CC-0001,APPROVED,MGR-003,Y,Monthly subscription,N
EXP-0002629,EMP-000288,2025-02-13,Travel-Ground,Vendor-157,USD,6660.92,6660.92,1.0,PROJ-047,CC-0001,APPROVED,MGR-001,Y,,Y
EXP-0002630,EMP-000303,2025-02-18,Software License,Vendor-38,EUR,10349.14,11280.56,1.09,PROJ-029,CC-0017,PENDING,MGR-002,Y,Team lunch,Y
EXP-0002631,EMP-000624,2024-03-21,Software License,Vendor-109,USD,4995.17,4995.17,1.0,PROJ-032,CC-0004,APPROVED,MGR-002,Y,Monthly subscription,Y
EXP-0002632,EMP-001642,2024-11-19,Marketing Materials,Vendor-24,SGD,2477.21,1833.14,0.74,PROJ-046,CC-0019,CANCELLED,MGR-003,Y,,N
EXP-0002633,EMP-001458,2024-11-18,Meals,Vendor-177,USD,7427.71,7427.71,1.0,PROJ-036,CC-0001,REJECTED,MGR-001,Y,Monthly subscription,N
EXP-0002634,EMP-000445,2025-01-14,Travel-Air,Vendor-197,EUR,6566.31,7157.28,1.09,PROJ-030,CC-0001,REJECTED,MGR-001,N,Conference attendance,N
EXP-0002635,EMP-000133,2024-05-11,Marketing Materials,Vendor-28,JPY,6732.03,45.1,0.0067,PROJ-021,CC-0013,PENDING,MGR-003,Y,Conference attendance,Y
EXP-0002636,EMP-001067,2024-12-07,Meals,Vendor-116,SGD,12977.14,9603.08,0.74,PROJ-037,CC-0018,PENDING,MGR-001,Y,,Y
EXP-0002637,EMP-000969,2024-04-15,Training,Vendor-62,AUD,1276.22,829.54,0.65,PROJ-001,CC-0014,PENDING,MGR-003,Y,,N
EXP-0002638,EMP-001146,2024-09-24,Marketing Materials,Vendor-53,CAD,509.75,377.21,0.74,PROJ-028,CC-0017,APPROVED,MGR-002,Y,Client visit,Y
EXP-0002639,EMP-001366,2025-02-27,Travel-Air,Vendor-103,JPY,6389.25,42.81,0.0067,PROJ-031,CC-0016,REJECTED,MGR-002,Y,Team lunch,Y
EXP-0002640,EMP-001661,2024-01-04,Software License,Vendor-191,INR,4366.25,52.4,0.012,PROJ-049,CC-0015,CANCELLED,MGR-003,N,Monthly subscription,Y
EXP-0002641,EMP-000673,2025-05-29,Marketing Materials,Vendor-17,AUD,596.1,387.47,0.65,PROJ-002,CC-0018,REJECTED,MGR-002,Y,Client visit,Y
EXP-0002642,EMP-000598,2025-01-03,Training,Vendor-162,INR,7271.62,87.26,0.012,PROJ-010,CC-0002,APPROVED,MGR-001,Y,Conference attendance,Y
EXP-0002643,EMP-000122,2025-04-23,Client Entertainment,Vendor-149,AUD,1293.85,841.0,0.65,PROJ-016,CC-0004,CANCELLED,MGR-002,Y,,Y
EXP-0002644,EMP-001684,2024-04-27,Travel-Hotel,Vendor-88,JPY,11500.24,77.05,0.0067,PROJ-041,CC-0012,CANCELLED,MGR-002,Y,Client visit,N
EXP-0002645,EMP-000903,2024-12-30,Travel-Air,Vendor-11,USD,10572.37,10572.37,1.0,PROJ-003,CC-0010,REJECTED,MGR-003,Y,Conference attendance,Y
EXP-0002646,EMP-000048,2025-02-19,Telecoms,Vendor-160,EUR,9396.64,10242.34,1.09,PROJ-044,CC-0002,CANCELLED,MGR-002,Y,,Y
EXP-0002647,EMP-000714,2025-06-02,Travel-Air,Vendor-174,INR,6562.05,78.74,0.012,PROJ-015,CC-0013,PENDING,MGR-003,N,Team lunch,N
EXP-0002648,EMP-000338,2024-11-07,Software License,Vendor-84,SGD,2110.17,1561.53,0.74,PROJ-050,CC-0017,APPROVED,MGR-002,Y,,Y
EXP-0002649,EMP-001603,2024-10-30,Travel-Ground,Vendor-67,CAD,5248.68,3884.02,0.74,PROJ-018,CC-0020,CANCELLED,MGR-002,N,,Y
EXP-0002650,EMP-000533,2024-12-31,Meals,Vendor-152,USD,10947.17,10947.17,1.0,PROJ-046,CC-0018,APPROVED,MGR-002,Y,Team lunch,Y
EXP-0002651,EMP-000021,2025-01-20,Travel-Hotel,Vendor-190,INR,1576.3,18.92,0.012,PROJ-029,CC-0002,CANCELLED,MGR-001,Y,Team lunch,Y
EXP-0002652,EMP-001986,2025-02-20,Marketing Materials,Vendor-144,GBP,13314.22,16909.06,1.27,PROJ-007,CC-0008,APPROVED,MGR-001,Y,Team lunch,Y
EXP-0002653,EMP-000748,2024-02-25,Travel-Hotel,Vendor-98,EUR,8247.24,8989.49,1.09,PROJ-017,CC-0011,REJECTED,MGR-002,Y,Client visit,N
EXP-0002654,EMP-000318,2024-12-23,Meals,Vendor-108,SGD,3482.2,2576.83,0.74,PROJ-007,CC-0005,CANCELLED,MGR-002,Y,Team lunch,Y
EXP-0002655,EMP-001934,2024-12-29,Training,Vendor-191,EUR,11801.62,12863.77,1.09,PROJ-041,CC-0019,REJECTED,MGR-002,Y,Monthly subscription,Y
EXP-0002656,EMP-001327,2025-06-01,Telecoms,Vendor-116,USD,9466.74,9466.74,1.0,PROJ-008,CC-0015,PENDING,MGR-003,N,Conference attendance,N
EXP-0002657,EMP-000869,2024-02-07,Client Entertainment,Vendor-45,SGD,1419.78,1050.64,0.74,PROJ-025,CC-0003,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0002658,EMP-000543,2024-09-25,Travel-Hotel,Vendor-95,INR,563.01,6.76,0.012,PROJ-012,CC-0014,REJECTED,MGR-002,Y,,Y
EXP-0002659,EMP-000586,2025-01-12,Client Entertainment,Vendor-23,JPY,11080.72,74.24,0.0067,PROJ-043,CC-0019,APPROVED,MGR-001,Y,,Y
EXP-0002660,EMP-000994,2025-03-14,Travel-Ground,Vendor-6,AUD,8928.11,5803.27,0.65,PROJ-039,CC-0007,PENDING,MGR-002,N,,N
EXP-0002661,EMP-000640,2024-06-26,Training,Vendor-172,INR,11041.78,132.5,0.012,PROJ-027,CC-0001,CANCELLED,MGR-002,Y,Monthly subscription,N
EXP-0002662,EMP-001830,2024-10-03,Travel-Air,Vendor-44,AUD,12674.42,8238.37,0.65,PROJ-028,CC-0004,PENDING,MGR-002,N,Monthly subscription,Y
EXP-0002663,EMP-000790,2024-03-29,Marketing Materials,Vendor-51,INR,5304.79,63.66,0.012,PROJ-010,CC-0014,PENDING,MGR-001,N,,N
EXP-0002664,EMP-000738,2024-12-18,Travel-Hotel,Vendor-3,GBP,12947.7,16443.58,1.27,PROJ-037,CC-0012,REJECTED,MGR-001,Y,Client visit,N
EXP-0002665,EMP-000824,2025-05-30,Travel-Air,Vendor-131,INR,109.36,1.31,0.012,PROJ-018,CC-0017,PENDING,MGR-003,Y,Team lunch,Y
EXP-0002666,EMP-000802,2024-07-11,Meals,Vendor-79,SGD,1086.6,804.08,0.74,PROJ-003,CC-0006,PENDING,MGR-002,Y,,Y
EXP-0002667,EMP-000325,2025-04-07,Meals,Vendor-63,EUR,6106.58,6656.17,1.09,PROJ-010,CC-0014,PENDING,MGR-002,Y,,N
EXP-0002668,EMP-001807,2024-12-09,Marketing Materials,Vendor-131,SGD,4378.39,3240.01,0.74,PROJ-008,CC-0019,REJECTED,MGR-002,Y,,N
EXP-0002669,EMP-000310,2024-10-23,Client Entertainment,Vendor-156,AUD,8757.71,5692.51,0.65,PROJ-040,CC-0007,APPROVED,MGR-001,Y,Team lunch,N
EXP-0002670,EMP-001775,2025-02-16,Office Supplies,Vendor-130,SGD,2363.18,1748.75,0.74,PROJ-017,CC-0020,APPROVED,MGR-003,Y,Client visit,N
EXP-0002671,EMP-001324,2025-05-28,Meals,Vendor-196,JPY,13464.49,90.21,0.0067,PROJ-012,CC-0002,PENDING,MGR-001,Y,Conference attendance,Y
EXP-0002672,EMP-001223,2024-01-16,Software License,Vendor-63,GBP,7260.11,9220.34,1.27,PROJ-020,CC-0002,PENDING,MGR-003,N,Client visit,Y
EXP-0002673,EMP-001630,2024-04-08,Marketing Materials,Vendor-5,GBP,9816.24,12466.62,1.27,PROJ-007,CC-0013,CANCELLED,MGR-002,Y,Client visit,Y
EXP-0002674,EMP-000120,2024-05-02,Telecoms,Vendor-57,JPY,2036.23,13.64,0.0067,PROJ-033,CC-0017,REJECTED,MGR-001,Y,Conference attendance,N
EXP-0002675,EMP-001369,2024-09-03,Telecoms,Vendor-124,AUD,11625.65,7556.67,0.65,PROJ-035,CC-0004,REJECTED,MGR-002,N,Monthly subscription,Y
EXP-0002676,EMP-000173,2024-01-23,Office Supplies,Vendor-199,INR,8701.23,104.41,0.012,PROJ-028,CC-0001,CANCELLED,MGR-001,N,,N
EXP-0002677,EMP-000814,2024-02-08,Travel-Ground,Vendor-106,INR,903.47,10.84,0.012,PROJ-042,CC-0006,PENDING,MGR-002,Y,,Y
EXP-0002678,EMP-001965,2024-12-10,Travel-Hotel,Vendor-164,EUR,13997.17,15256.92,1.09,PROJ-036,CC-0005,CANCELLED,MGR-003,Y,Client visit,N
EXP-0002679,EMP-000257,2024-03-07,Travel-Air,Vendor-136,USD,14332.47,14332.47,1.0,PROJ-019,CC-0002,APPROVED,MGR-002,Y,,N
EXP-0002680,EMP-001453,2025-06-20,Travel-Hotel,Vendor-10,USD,5926.31,5926.31,1.0,PROJ-037,CC-0020,CANCELLED,MGR-003,Y,Client visit,N
EXP-0002681,EMP-000767,2024-02-20,Marketing Materials,Vendor-55,JPY,6281.81,42.09,0.0067,PROJ-027,CC-0018,APPROVED,MGR-002,N,Conference attendance,N
EXP-0002682,EMP-000463,2025-04-27,Meals,Vendor-14,USD,6643.45,6643.45,1.0,PROJ-034,CC-0015,APPROVED,MGR-002,N,,Y
EXP-0002683,EMP-001235,2024-06-07,Travel-Air,Vendor-14,CAD,9290.62,6875.06,0.74,PROJ-022,CC-0013,PENDING,MGR-002,Y,Team lunch,Y
EXP-0002684,EMP-001917,2024-10-18,Training,Vendor-74,EUR,14774.36,16104.05,1.09,PROJ-033,CC-0011,CANCELLED,MGR-003,N,Conference attendance,Y
EXP-0002685,EMP-001092,2024-04-30,Software License,Vendor-45,EUR,6933.07,7557.05,1.09,PROJ-010,CC-0020,PENDING,MGR-001,N,,N
EXP-0002686,EMP-000672,2024-09-19,Travel-Air,Vendor-29,EUR,14461.42,15762.95,1.09,PROJ-019,CC-0019,PENDING,MGR-003,Y,Team lunch,N
EXP-0002687,EMP-000175,2025-06-02,Marketing Materials,Vendor-103,AUD,3528.52,2293.54,0.65,PROJ-020,CC-0012,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0002688,EMP-000553,2025-03-14,Meals,Vendor-103,EUR,11049.32,12043.76,1.09,PROJ-027,CC-0020,PENDING,MGR-002,Y,Monthly subscription,N
EXP-0002689,EMP-001881,2024-12-10,Marketing Materials,Vendor-63,USD,4209.34,4209.34,1.0,PROJ-035,CC-0016,REJECTED,MGR-001,Y,,N
EXP-0002690,EMP-001264,2024-02-25,Meals,Vendor-30,SGD,14539.9,10759.53,0.74,PROJ-029,CC-0005,APPROVED,MGR-003,Y,Client visit,N
EXP-0002691,EMP-000430,2024-08-30,Travel-Hotel,Vendor-194,USD,4248.47,4248.47,1.0,PROJ-024,CC-0014,CANCELLED,MGR-002,Y,Conference attendance,Y
EXP-0002692,EMP-000064,2024-04-02,Telecoms,Vendor-174,GBP,4692.61,5959.61,1.27,PROJ-013,CC-0007,REJECTED,MGR-001,Y,Team lunch,Y
EXP-0002693,EMP-000785,2024-02-25,Telecoms,Vendor-54,EUR,12143.69,13236.62,1.09,PROJ-005,CC-0013,REJECTED,MGR-001,Y,Team lunch,Y
EXP-0002694,EMP-000194,2024-10-26,Travel-Air,Vendor-141,CAD,1763.4,1304.92,0.74,PROJ-010,CC-0007,APPROVED,MGR-001,Y,Team lunch,Y
EXP-0002695,EMP-001627,2024-10-29,Software License,Vendor-120,SGD,1824.93,1350.45,0.74,PROJ-048,CC-0009,APPROVED,MGR-002,Y,,N
EXP-0002696,EMP-001225,2024-01-12,Travel-Air,Vendor-194,USD,8315.65,8315.65,1.0,PROJ-022,CC-0014,CANCELLED,MGR-001,Y,Client visit,N
EXP-0002697,EMP-000756,2024-03-30,Training,Vendor-111,CAD,5478.38,4054.0,0.74,PROJ-016,CC-0012,PENDING,MGR-002,Y,Client visit,Y
EXP-0002698,EMP-001652,2025-06-23,Office Supplies,Vendor-123,EUR,10570.85,11522.23,1.09,PROJ-007,CC-0002,CANCELLED,MGR-002,Y,,N
EXP-0002699,EMP-001191,2024-06-20,Meals,Vendor-94,USD,2536.29,2536.29,1.0,PROJ-029,CC-0015,CANCELLED,MGR-002,Y,,N
EXP-0002700,EMP-000176,2025-05-25,Software License,Vendor-50,USD,5514.45,5514.45,1.0,PROJ-010,CC-0005,CANCELLED,MGR-003,Y,,N
EXP-0002701,EMP-000250,2024-11-19,Marketing Materials,Vendor-119,EUR,5912.54,6444.67,1.09,PROJ-034,CC-0020,APPROVED,MGR-002,N,Conference attendance,N
EXP-0002702,EMP-001961,2024-04-26,Travel-Hotel,Vendor-18,GBP,4765.55,6052.25,1.27,PROJ-017,CC-0006,REJECTED,MGR-001,N,Monthly subscription,N
EXP-0002703,EMP-001979,2025-03-02,Training,Vendor-56,INR,13303.68,159.64,0.012,PROJ-005,CC-0007,CANCELLED,MGR-001,Y,,N
EXP-0002704,EMP-001889,2024-01-01,Office Supplies,Vendor-103,GBP,8604.73,10928.01,1.27,PROJ-039,CC-0011,REJECTED,MGR-002,Y,,N
EXP-0002705,EMP-000011,2024-07-15,Client Entertainment,Vendor-2,SGD,11106.75,8219.0,0.74,PROJ-008,CC-0003,CANCELLED,MGR-002,Y,Team lunch,Y
EXP-0002706,EMP-001332,2024-02-07,Travel-Hotel,Vendor-27,JPY,1572.95,10.54,0.0067,PROJ-044,CC-0005,CANCELLED,MGR-001,N,Conference attendance,Y
EXP-0002707,EMP-001921,2024-09-07,Software License,Vendor-121,SGD,2443.37,1808.09,0.74,PROJ-038,CC-0013,REJECTED,MGR-002,Y,Conference attendance,Y
EXP-0002708,EMP-001364,2024-11-20,Client Entertainment,Vendor-34,GBP,8550.35,10858.94,1.27,PROJ-050,CC-0013,APPROVED,MGR-003,Y,,Y
EXP-0002709,EMP-000863,2024-10-13,Meals,Vendor-70,AUD,1136.06,738.44,0.65,PROJ-049,CC-0006,REJECTED,MGR-003,Y,Conference attendance,N
EXP-0002710,EMP-000598,2025-02-09,Office Supplies,Vendor-37,SGD,4763.38,3524.9,0.74,PROJ-018,CC-0017,PENDING,MGR-001,N,Conference attendance,N
EXP-0002711,EMP-000151,2024-03-22,Office Supplies,Vendor-131,AUD,1903.18,1237.07,0.65,PROJ-017,CC-0013,APPROVED,MGR-001,Y,Conference attendance,N
EXP-0002712,EMP-001883,2025-03-08,Office Supplies,Vendor-82,EUR,3578.61,3900.68,1.09,PROJ-010,CC-0003,CANCELLED,MGR-002,Y,Monthly subscription,N
EXP-0002713,EMP-000479,2024-04-10,Office Supplies,Vendor-193,CAD,11421.14,8451.64,0.74,PROJ-018,CC-0019,REJECTED,MGR-001,Y,Conference attendance,N
EXP-0002714,EMP-001416,2024-08-06,Training,Vendor-168,AUD,1559.97,1013.98,0.65,PROJ-007,CC-0008,REJECTED,MGR-003,Y,,Y
EXP-0002715,EMP-000025,2025-05-23,Marketing Materials,Vendor-154,GBP,11356.15,14422.31,1.27,PROJ-044,CC-0002,CANCELLED,MGR-003,Y,,N
EXP-0002716,EMP-000110,2024-04-24,Marketing Materials,Vendor-197,SGD,11217.9,8301.25,0.74,PROJ-034,CC-0008,APPROVED,MGR-002,Y,,N
EXP-0002717,EMP-001001,2024-11-09,Training,Vendor-62,AUD,9584.5,6229.93,0.65,PROJ-016,CC-0009,PENDING,MGR-002,Y,Client visit,N
EXP-0002718,EMP-001362,2025-03-12,Marketing Materials,Vendor-198,SGD,526.08,389.3,0.74,PROJ-024,CC-0005,REJECTED,MGR-001,Y,,N
EXP-0002719,EMP-000009,2024-08-07,Training,Vendor-5,INR,741.23,8.89,0.012,PROJ-006,CC-0004,REJECTED,MGR-003,Y,,N
EXP-0002720,EMP-001511,2025-01-02,Travel-Ground,Vendor-145,AUD,9667.51,6283.88,0.65,PROJ-002,CC-0011,REJECTED,MGR-001,Y,Team lunch,Y
EXP-0002721,EMP-000916,2024-06-05,Office Supplies,Vendor-102,GBP,7964.26,10114.61,1.27,PROJ-033,CC-0002,CANCELLED,MGR-001,N,Monthly subscription,Y
EXP-0002722,EMP-000195,2024-04-02,Telecoms,Vendor-89,JPY,14099.22,94.46,0.0067,PROJ-018,CC-0002,CANCELLED,MGR-001,Y,,Y
EXP-0002723,EMP-001637,2024-07-25,Travel-Hotel,Vendor-196,USD,5912.35,5912.35,1.0,PROJ-008,CC-0005,APPROVED,MGR-002,Y,,Y
EXP-0002724,EMP-001804,2024-06-13,Meals,Vendor-62,EUR,11679.82,12731.0,1.09,PROJ-006,CC-0006,REJECTED,MGR-002,Y,Team lunch,Y
EXP-0002725,EMP-001414,2024-08-07,Marketing Materials,Vendor-89,INR,44.61,0.54,0.012,PROJ-049,CC-0014,APPROVED,MGR-002,N,,N
EXP-0002726,EMP-000535,2024-04-04,Meals,Vendor-72,GBP,14370.02,18249.93,1.27,PROJ-012,CC-0016,CANCELLED,MGR-001,N,Client visit,N
EXP-0002727,EMP-001004,2024-09-17,Travel-Ground,Vendor-26,SGD,3495.52,2586.68,0.74,PROJ-044,CC-0010,PENDING,MGR-001,Y,Client visit,Y
EXP-0002728,EMP-001836,2025-05-07,Client Entertainment,Vendor-29,SGD,8912.84,6595.5,0.74,PROJ-024,CC-0017,CANCELLED,MGR-001,Y,Client visit,N
EXP-0002729,EMP-001357,2024-12-03,Telecoms,Vendor-35,USD,14663.24,14663.24,1.0,PROJ-043,CC-0011,PENDING,MGR-003,Y,,N
EXP-0002730,EMP-001514,2025-05-18,Training,Vendor-156,INR,10339.42,124.07,0.012,PROJ-046,CC-0020,PENDING,MGR-002,Y,,Y
EXP-0002731,EMP-001199,2024-12-22,Training,Vendor-39,SGD,3170.72,2346.33,0.74,PROJ-015,CC-0017,APPROVED,MGR-002,Y,Client visit,Y
EXP-0002732,EMP-000213,2024-04-14,Travel-Hotel,Vendor-62,GBP,3597.91,4569.35,1.27,PROJ-042,CC-0007,APPROVED,MGR-001,Y,Team lunch,N
EXP-0002733,EMP-001567,2024-02-15,Travel-Ground,Vendor-67,CAD,5600.61,4144.45,0.74,PROJ-026,CC-0019,REJECTED,MGR-003,Y,,Y
EXP-0002734,EMP-001686,2024-05-09,Travel-Ground,Vendor-59,EUR,3174.83,3460.56,1.09,PROJ-011,CC-0002,CANCELLED,MGR-001,Y,,N
EXP-0002735,EMP-001551,2024-11-07,Meals,Vendor-150,USD,14117.53,14117.53,1.0,PROJ-007,CC-0008,CANCELLED,MGR-001,Y,,N
EXP-0002736,EMP-000348,2024-05-06,Meals,Vendor-29,CAD,7201.08,5328.8,0.74,PROJ-028,CC-0018,PENDING,MGR-001,Y,,Y
EXP-0002737,EMP-001659,2024-08-02,Training,Vendor-18,USD,9262.89,9262.89,1.0,PROJ-024,CC-0004,PENDING,MGR-001,Y,,N
EXP-0002738,EMP-001116,2024-09-09,Marketing Materials,Vendor-1,AUD,10718.39,6966.95,0.65,PROJ-013,CC-0015,REJECTED,MGR-003,Y,,Y
EXP-0002739,EMP-001625,2024-08-01,Training,Vendor-16,GBP,1444.81,1834.91,1.27,PROJ-043,CC-0009,REJECTED,MGR-002,N,Monthly subscription,N
EXP-0002740,EMP-000901,2025-05-14,Travel-Air,Vendor-4,INR,4635.71,55.63,0.012,PROJ-021,CC-0008,REJECTED,MGR-002,N,Client visit,N
EXP-0002741,EMP-001596,2025-06-07,Travel-Air,Vendor-171,GBP,10010.37,12713.17,1.27,PROJ-036,CC-0006,PENDING,MGR-003,Y,Conference attendance,Y
EXP-0002742,EMP-001212,2024-06-18,Software License,Vendor-132,AUD,7387.4,4801.81,0.65,PROJ-032,CC-0012,PENDING,MGR-002,Y,Monthly subscription,N
EXP-0002743,EMP-001811,2024-08-28,Meals,Vendor-191,AUD,1513.72,983.92,0.65,PROJ-003,CC-0015,APPROVED,MGR-002,Y,Team lunch,N
EXP-0002744,EMP-001357,2025-02-15,Meals,Vendor-196,USD,9673.03,9673.03,1.0,PROJ-015,CC-0003,APPROVED,MGR-003,Y,,N
EXP-0002745,EMP-001973,2024-12-06,Software License,Vendor-191,GBP,14983.51,19029.06,1.27,PROJ-015,CC-0001,PENDING,MGR-002,N,,Y
EXP-0002746,EMP-000117,2024-08-23,Training,Vendor-127,CAD,3841.95,2843.04,0.74,PROJ-040,CC-0003,CANCELLED,MGR-001,N,Team lunch,Y
EXP-0002747,EMP-001661,2024-05-20,Travel-Air,Vendor-4,USD,6218.39,6218.39,1.0,PROJ-019,CC-0012,PENDING,MGR-001,Y,Client visit,Y
EXP-0002748,EMP-000554,2025-04-04,Client Entertainment,Vendor-33,JPY,2745.85,18.4,0.0067,PROJ-020,CC-0014,REJECTED,MGR-002,N,Client visit,N
EXP-0002749,EMP-000870,2024-12-02,Travel-Ground,Vendor-148,INR,918.69,11.02,0.012,PROJ-043,CC-0020,APPROVED,MGR-002,N,Team lunch,N
EXP-0002750,EMP-001668,2025-04-06,Travel-Ground,Vendor-192,GBP,1949.49,2475.85,1.27,PROJ-047,CC-0002,REJECTED,MGR-002,Y,Client visit,N
EXP-0002751,EMP-001101,2024-04-11,Telecoms,Vendor-155,INR,177.5,2.13,0.012,PROJ-049,CC-0014,REJECTED,MGR-002,Y,Team lunch,N
EXP-0002752,EMP-001524,2024-03-22,Training,Vendor-68,SGD,14983.48,11087.78,0.74,PROJ-019,CC-0006,APPROVED,MGR-002,Y,Conference attendance,N
EXP-0002753,EMP-001887,2025-01-13,Software License,Vendor-108,GBP,14606.44,18550.18,1.27,PROJ-031,CC-0009,APPROVED,MGR-003,N,Conference attendance,Y
EXP-0002754,EMP-001637,2024-11-19,Telecoms,Vendor-189,JPY,9693.37,64.95,0.0067,PROJ-039,CC-0008,APPROVED,MGR-001,Y,Client visit,N
EXP-0002755,EMP-000069,2024-12-23,Marketing Materials,Vendor-14,GBP,4555.29,5785.22,1.27,PROJ-025,CC-0016,APPROVED,MGR-003,Y,Monthly subscription,N
EXP-0002756,EMP-001064,2024-09-20,Travel-Air,Vendor-13,JPY,5396.66,36.16,0.0067,PROJ-001,CC-0002,REJECTED,MGR-001,Y,Monthly subscription,N
EXP-0002757,EMP-000516,2025-04-18,Office Supplies,Vendor-136,AUD,12740.33,8281.21,0.65,PROJ-014,CC-0010,CANCELLED,MGR-002,N,Monthly subscription,N
EXP-0002758,EMP-001834,2024-05-25,Client Entertainment,Vendor-102,USD,4237.99,4237.99,1.0,PROJ-028,CC-0005,REJECTED,MGR-002,Y,Conference attendance,Y
EXP-0002759,EMP-001427,2025-04-26,Telecoms,Vendor-85,CAD,7959.86,5890.3,0.74,PROJ-048,CC-0003,APPROVED,MGR-003,Y,Client visit,Y
EXP-0002760,EMP-001396,2025-01-16,Travel-Air,Vendor-143,JPY,5300.03,35.51,0.0067,PROJ-044,CC-0004,REJECTED,MGR-003,Y,,Y
EXP-0002761,EMP-000693,2024-01-23,Training,Vendor-19,AUD,3611.57,2347.52,0.65,PROJ-050,CC-0016,REJECTED,MGR-001,Y,,N
