ticket_id,account_id,rep_id,opened_date,closed_date,priority,category,subject,description,resolution_notes,csat_score,resolution_hours,escalated,product_line
TKT-0004003,ACC-00088,REP-010,2025-05-06,2025-05-30,P1,Feature Request,Issue with Billing - ref 4003,Data pipeline failing silently. No error logs visible in monitoring console.,Distribution list updated and tested. All reports sending correctly.,2,588,Y,Security Package
TKT-0004004,ACC-00019,REP-017,2024-12-18,2024-12-25,P3,Access,Issue with Feature Request - ref 4004,Dashboard loading extremely slow after latest update. Users unable to access reports.,RLS policy configured correctly. Documentation updated for future reference.,5,580,N,Analytics Module
TKT-0004005,ACC-00218,REP-017,2025-05-15,,P1,Billing,Issue with Billing - ref 4005,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Security Package
TKT-0004006,ACC-00212,REP-002,2024-08-05,2024-08-16,P4,Billing,Issue with Billing - ref 4006,API rate limits causing production failures during peak business hours.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",5,683,N,Security Package
TKT-0004007,ACC-00149,REP-004,2025-02-05,2025-02-13,P1,Performance,Issue with Integration - ref 4007,Automated reports not sending to correct distribution list after migration.,Distribution list updated and tested. All reports sending correctly.,2,335,N,Platform License
TKT-0004008,ACC-00169,REP-018,2024-05-30,2024-06-01,P1,Bug,Issue with Integration - ref 4008,Machine learning model predictions diverging significantly from actuals.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,184,N,Analytics Module
TKT-0004009,ACC-00258,REP-010,2024-04-18,2024-04-29,P3,Training,Issue with Billing - ref 4009,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,497,Y,Analytics Module
TKT-0004010,ACC-00009,REP-010,2024-05-27,,P1,Performance,Issue with Bug - ref 4010,Automated reports not sending to correct distribution list after migration.,,,,N,Analytics Module
TKT-0004011,ACC-00008,REP-017,2024-02-29,2024-03-13,P1,Billing,Issue with Training - ref 4011,Data pipeline failing silently. No error logs visible in monitoring console.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,389,N,Security Package
TKT-0004012,ACC-00119,REP-010,2025-05-11,2025-05-25,P1,Integration,Issue with Performance - ref 4012,Automated reports not sending to correct distribution list after migration.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",1,92,Y,Platform License
TKT-0004013,ACC-00172,REP-018,2025-03-22,2025-04-18,P3,Bug,Issue with Integration - ref 4013,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,2,320,N,Security Package
TKT-0004014,ACC-00319,REP-002,2024-01-12,2024-01-25,P4,Performance,Issue with Access - ref 4014,Requesting bulk user provisioning feature for enterprise onboarding.,Identified bottleneck in reporting query. Optimized with clustering key.,2,585,N,Security Package
TKT-0004015,ACC-00379,REP-017,2024-11-28,,P1,Integration,Issue with Feature Request - ref 4015,Need help configuring row-level security for multi-tenant environment.,,,,N,Analytics Module
TKT-0004016,ACC-00072,REP-006,2024-07-25,2024-08-04,P3,Performance,Issue with Performance - ref 4016,Machine learning model predictions diverging significantly from actuals.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,499,Y,Analytics Module
TKT-0004017,ACC-00401,REP-010,2024-04-30,2024-05-12,P2,Performance,Issue with Performance - ref 4017,System performance degraded significantly during end-of-month close process.,RLS policy configured correctly. Documentation updated for future reference.,4,67,N,Platform License
TKT-0004018,ACC-00134,REP-012,2025-01-29,2025-01-31,P2,Access,Issue with Integration - ref 4018,Machine learning model predictions diverging significantly from actuals.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,36,N,Security Package
TKT-0004019,ACC-00054,REP-010,2024-11-19,2024-11-25,P1,Integration,Issue with Access - ref 4019,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,324,Y,Security Package
TKT-0004020,ACC-00255,REP-001,2024-04-17,,P1,Billing,Issue with Billing - ref 4020,Machine learning model predictions diverging significantly from actuals.,,,,Y,Analytics Module
TKT-0004021,ACC-00440,REP-018,2025-04-02,2025-04-03,P3,Billing,Issue with Access - ref 4021,Data pipeline failing silently. No error logs visible in monitoring console.,Billing team confirmed rate discrepancy. Credit issued to account.,5,236,Y,Data Integration Suite
TKT-0004022,ACC-00130,REP-011,2024-01-28,2024-02-01,P3,Billing,Issue with Billing - ref 4022,Invoice amount does not match contracted rate. Please review attachment.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",4,391,N,Platform License
TKT-0004023,ACC-00113,REP-014,2024-03-20,2024-04-17,P1,Feature Request,Issue with Billing - ref 4023,Need help configuring row-level security for multi-tenant environment.,Identified bottleneck in reporting query. Optimized with clustering key.,5,358,N,Security Package
TKT-0004024,ACC-00403,REP-012,2024-03-29,2024-04-23,P4,Training,Issue with Integration - ref 4024,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,4,166,N,Data Integration Suite
TKT-0004025,ACC-00031,REP-017,2024-01-20,,P4,Bug,Issue with Billing - ref 4025,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Platform License
TKT-0004026,ACC-00049,REP-014,2025-01-23,2025-02-03,P1,Performance,Issue with Feature Request - ref 4026,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,508,N,Security Package
TKT-0004027,ACC-00171,REP-002,2024-02-14,2024-03-14,P3,Performance,Issue with Training - ref 4027,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",2,428,N,Data Integration Suite
TKT-0004028,ACC-00338,REP-017,2024-05-25,2024-06-06,P2,Access,Issue with Training - ref 4028,Need help configuring row-level security for multi-tenant environment.,Identified bottleneck in reporting query. Optimized with clustering key.,3,699,N,Data Integration Suite
TKT-0004029,ACC-00430,REP-004,2024-02-14,2024-03-07,P2,Integration,Issue with Training - ref 4029,Automated reports not sending to correct distribution list after migration.,Model retrained with updated feature set. Accuracy improved to 94%.,1,690,N,Security Package
TKT-0004030,ACC-00070,REP-001,2025-02-28,,P2,Training,Issue with Access - ref 4030,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Analytics Module
TKT-0004031,ACC-00377,REP-006,2024-10-31,2024-11-13,P3,Feature Request,Issue with Training - ref 4031,Automated reports not sending to correct distribution list after migration.,RLS policy configured correctly. Documentation updated for future reference.,1,334,N,Data Integration Suite
TKT-0004032,ACC-00160,REP-014,2024-12-03,2024-12-25,P3,Training,Issue with Training - ref 4032,Requesting bulk user provisioning feature for enterprise onboarding.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,124,N,Platform License
TKT-0004033,ACC-00145,REP-005,2024-04-07,2024-04-19,P3,Performance,Issue with Performance - ref 4033,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,5,196,N,Analytics Module
TKT-0004034,ACC-00426,REP-003,2025-02-22,2025-03-08,P2,Access,Issue with Performance - ref 4034,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,157,Y,Platform License
TKT-0004035,ACC-00181,REP-009,2024-10-21,,P2,Training,Issue with Integration - ref 4035,API rate limits causing production failures during peak business hours.,,,,N,Security Package
TKT-0004036,ACC-00206,REP-018,2024-06-22,2024-06-23,P1,Access,Issue with Performance - ref 4036,Machine learning model predictions diverging significantly from actuals.,Billing team confirmed rate discrepancy. Credit issued to account.,1,377,N,Analytics Module
TKT-0004037,ACC-00201,REP-007,2024-08-29,2024-09-01,P2,Performance,Issue with Bug - ref 4037,Invoice amount does not match contracted rate. Please review attachment.,Identified bottleneck in reporting query. Optimized with clustering key.,2,155,N,Platform License
TKT-0004038,ACC-00078,REP-014,2025-01-10,2025-02-05,P4,Feature Request,Issue with Billing - ref 4038,Cannot connect Snowflake integration. Authentication keeps timing out.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,2,255,N,Analytics Module
TKT-0004039,ACC-00225,REP-010,2024-08-17,2024-09-01,P4,Access,Issue with Performance - ref 4039,Machine learning model predictions diverging significantly from actuals.,Model retrained with updated feature set. Accuracy improved to 94%.,1,440,N,Security Package
TKT-0004040,ACC-00328,REP-015,2024-10-02,,P3,Access,Issue with Integration - ref 4040,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Data Integration Suite
TKT-0004041,ACC-00404,REP-003,2024-11-06,2024-11-26,P2,Billing,Issue with Billing - ref 4041,API rate limits causing production failures during peak business hours.,Distribution list updated and tested. All reports sending correctly.,2,199,N,Security Package
TKT-0004042,ACC-00494,REP-001,2024-09-15,2024-09-24,P3,Feature Request,Issue with Billing - ref 4042,Need help configuring row-level security for multi-tenant environment.,Distribution list updated and tested. All reports sending correctly.,5,619,N,Analytics Module
TKT-0004043,ACC-00204,REP-004,2024-01-17,2024-01-24,P2,Training,Issue with Bug - ref 4043,Automated reports not sending to correct distribution list after migration.,Distribution list updated and tested. All reports sending correctly.,5,78,Y,Data Integration Suite
TKT-0004044,ACC-00469,REP-007,2024-05-04,2024-05-14,P2,Feature Request,Issue with Feature Request - ref 4044,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",1,43,Y,Platform License
TKT-0004045,ACC-00144,REP-018,2024-07-22,,P1,Feature Request,Issue with Feature Request - ref 4045,Need help configuring row-level security for multi-tenant environment.,,,,N,Platform License
TKT-0004046,ACC-00114,REP-017,2025-03-20,2025-03-24,P3,Feature Request,Issue with Bug - ref 4046,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,612,N,Security Package
TKT-0004047,ACC-00185,REP-016,2024-10-05,2024-11-04,P2,Performance,Issue with Training - ref 4047,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",5,97,Y,Platform License
TKT-0004048,ACC-00007,REP-017,2024-12-10,2024-12-23,P4,Training,Issue with Feature Request - ref 4048,Cannot connect Snowflake integration. Authentication keeps timing out.,RLS policy configured correctly. Documentation updated for future reference.,3,437,Y,Data Integration Suite
TKT-0004049,ACC-00211,REP-006,2024-07-22,2024-07-24,P2,Performance,Issue with Training - ref 4049,Automated reports not sending to correct distribution list after migration.,Model retrained with updated feature set. Accuracy improved to 94%.,5,145,N,Analytics Module
TKT-0004050,ACC-00492,REP-011,2025-04-22,,P1,Integration,Issue with Training - ref 4050,Machine learning model predictions diverging significantly from actuals.,,,,N,Security Package
TKT-0004051,ACC-00483,REP-008,2025-05-07,2025-05-28,P3,Bug,Issue with Billing - ref 4051,Invoice amount does not match contracted rate. Please review attachment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,102,N,Platform License
TKT-0004052,ACC-00433,REP-016,2024-02-09,2024-02-20,P1,Billing,Issue with Feature Request - ref 4052,System performance degraded significantly during end-of-month close process.,Model retrained with updated feature set. Accuracy improved to 94%.,1,492,Y,Security Package
TKT-0004053,ACC-00445,REP-014,2024-11-24,2024-12-06,P4,Billing,Issue with Performance - ref 4053,Dashboard loading extremely slow after latest update. Users unable to access reports.,Model retrained with updated feature set. Accuracy improved to 94%.,2,189,N,Platform License
TKT-0004054,ACC-00477,REP-006,2025-01-25,2025-02-07,P1,Performance,Issue with Bug - ref 4054,Automated reports not sending to correct distribution list after migration.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,4,571,N,Platform License
TKT-0004055,ACC-00499,REP-015,2024-09-26,,P1,Performance,Issue with Training - ref 4055,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,Y,Analytics Module
TKT-0004056,ACC-00458,REP-005,2024-11-12,2024-11-13,P1,Bug,Issue with Performance - ref 4056,Need help configuring row-level security for multi-tenant environment.,Billing team confirmed rate discrepancy. Credit issued to account.,4,618,Y,Security Package
TKT-0004057,ACC-00334,REP-010,2024-01-04,2024-01-25,P4,Performance,Issue with Access - ref 4057,API rate limits causing production failures during peak business hours.,Distribution list updated and tested. All reports sending correctly.,5,182,N,Platform License
TKT-0004058,ACC-00117,REP-018,2024-04-28,2024-05-04,P1,Performance,Issue with Feature Request - ref 4058,Invoice amount does not match contracted rate. Please review attachment.,Identified bottleneck in reporting query. Optimized with clustering key.,2,473,N,Analytics Module
TKT-0004059,ACC-00348,REP-006,2024-10-21,2024-11-05,P3,Performance,Issue with Bug - ref 4059,Data pipeline failing silently. No error logs visible in monitoring console.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,687,N,Data Integration Suite
TKT-0004060,ACC-00453,REP-012,2024-09-07,,P3,Feature Request,Issue with Integration - ref 4060,Data pipeline failing silently. No error logs visible in monitoring console.,,,,N,Data Integration Suite
TKT-0004061,ACC-00233,REP-018,2024-07-03,2024-07-23,P1,Bug,Issue with Billing - ref 4061,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,3,275,N,Analytics Module
TKT-0004062,ACC-00428,REP-017,2024-07-23,2024-08-06,P2,Billing,Issue with Training - ref 4062,API rate limits causing production failures during peak business hours.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,614,Y,Data Integration Suite
TKT-0004063,ACC-00279,REP-008,2025-03-01,2025-03-31,P4,Performance,Issue with Bug - ref 4063,Dashboard loading extremely slow after latest update. Users unable to access reports.,Distribution list updated and tested. All reports sending correctly.,4,345,Y,Platform License
TKT-0004064,ACC-00228,REP-005,2025-01-09,2025-01-16,P1,Integration,Issue with Bug - ref 4064,Cannot connect Snowflake integration. Authentication keeps timing out.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",5,119,Y,Data Integration Suite
TKT-0004065,ACC-00122,REP-004,2024-04-08,,P3,Integration,Issue with Billing - ref 4065,System performance degraded significantly during end-of-month close process.,,,,N,Data Integration Suite
TKT-0004066,ACC-00043,REP-010,2024-01-10,2024-01-14,P4,Bug,Issue with Bug - ref 4066,System performance degraded significantly during end-of-month close process.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,2,50,N,Analytics Module
TKT-0004067,ACC-00086,REP-006,2024-01-04,2024-02-01,P4,Bug,Issue with Integration - ref 4067,System performance degraded significantly during end-of-month close process.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,446,N,Data Integration Suite
TKT-0004068,ACC-00205,REP-008,2024-03-07,2024-04-01,P2,Bug,Issue with Billing - ref 4068,Data pipeline failing silently. No error logs visible in monitoring console.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,396,N,Analytics Module
TKT-0004069,ACC-00244,REP-003,2024-02-23,2024-02-24,P4,Bug,Issue with Access - ref 4069,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,66,N,Data Integration Suite
TKT-0004070,ACC-00391,REP-004,2024-01-24,,P3,Bug,Issue with Access - ref 4070,Data pipeline failing silently. No error logs visible in monitoring console.,,,,Y,Platform License
TKT-0004071,ACC-00212,REP-015,2025-03-06,2025-04-02,P2,Integration,Issue with Performance - ref 4071,Invoice amount does not match contracted rate. Please review attachment.,RLS policy configured correctly. Documentation updated for future reference.,2,341,N,Data Integration Suite
TKT-0004072,ACC-00123,REP-012,2024-02-14,2024-03-01,P2,Performance,Issue with Bug - ref 4072,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,443,N,Security Package
TKT-0004073,ACC-00204,REP-014,2024-09-02,2024-09-06,P3,Integration,Issue with Billing - ref 4073,Dashboard loading extremely slow after latest update. Users unable to access reports.,Billing team confirmed rate discrepancy. Credit issued to account.,3,56,N,Analytics Module
TKT-0004074,ACC-00226,REP-015,2024-07-06,2024-08-04,P3,Bug,Issue with Integration - ref 4074,Requesting bulk user provisioning feature for enterprise onboarding.,Identified bottleneck in reporting query. Optimized with clustering key.,1,457,N,Security Package
TKT-0004075,ACC-00173,REP-007,2024-02-13,,P2,Feature Request,Issue with Integration - ref 4075,Automated reports not sending to correct distribution list after migration.,,,,N,Data Integration Suite
TKT-0004076,ACC-00162,REP-017,2024-03-24,2024-04-06,P4,Access,Issue with Access - ref 4076,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,1,125,N,Analytics Module
TKT-0004077,ACC-00163,REP-004,2024-02-20,2024-03-07,P1,Bug,Issue with Performance - ref 4077,Invoice amount does not match contracted rate. Please review attachment.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,109,N,Data Integration Suite
TKT-0004078,ACC-00160,REP-012,2024-12-25,2025-01-20,P3,Billing,Issue with Billing - ref 4078,Cannot connect Snowflake integration. Authentication keeps timing out.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,513,N,Platform License
TKT-0004079,ACC-00459,REP-009,2025-04-17,2025-05-11,P1,Access,Issue with Bug - ref 4079,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,5,482,N,Data Integration Suite
TKT-0004080,ACC-00336,REP-002,2025-04-08,,P3,Billing,Issue with Integration - ref 4080,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Data Integration Suite
TKT-0004081,ACC-00333,REP-003,2024-01-04,2024-02-02,P4,Billing,Issue with Bug - ref 4081,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,126,Y,Analytics Module
TKT-0004082,ACC-00059,REP-004,2024-11-28,2024-12-27,P2,Billing,Issue with Feature Request - ref 4082,Machine learning model predictions diverging significantly from actuals.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,38,Y,Security Package
TKT-0004083,ACC-00494,REP-011,2024-03-24,2024-03-25,P4,Access,Issue with Billing - ref 4083,API rate limits causing production failures during peak business hours.,RLS policy configured correctly. Documentation updated for future reference.,3,251,Y,Platform License
TKT-0004084,ACC-00341,REP-011,2024-02-02,2024-02-21,P3,Training,Issue with Feature Request - ref 4084,Need help configuring row-level security for multi-tenant environment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,66,N,Data Integration Suite
TKT-0004085,ACC-00216,REP-009,2024-02-08,,P2,Performance,Issue with Training - ref 4085,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Platform License
TKT-0004086,ACC-00450,REP-016,2025-03-04,2025-03-08,P3,Performance,Issue with Integration - ref 4086,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,2,260,N,Analytics Module
TKT-0004087,ACC-00330,REP-014,2024-03-05,2024-03-13,P3,Feature Request,Issue with Integration - ref 4087,Data pipeline failing silently. No error logs visible in monitoring console.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,64,N,Security Package
TKT-0004088,ACC-00414,REP-012,2024-01-29,2024-02-06,P1,Integration,Issue with Integration - ref 4088,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,2,531,N,Data Integration Suite
TKT-0004089,ACC-00201,REP-011,2025-04-15,2025-05-08,P2,Bug,Issue with Training - ref 4089,Automated reports not sending to correct distribution list after migration.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,4,433,N,Data Integration Suite
TKT-0004090,ACC-00474,REP-008,2024-04-06,,P1,Billing,Issue with Training - ref 4090,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Platform License
TKT-0004091,ACC-00331,REP-010,2024-08-08,2024-08-10,P1,Bug,Issue with Integration - ref 4091,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,1,332,N,Data Integration Suite
TKT-0004092,ACC-00324,REP-004,2024-11-24,2024-12-08,P1,Billing,Issue with Access - ref 4092,System performance degraded significantly during end-of-month close process.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,248,N,Data Integration Suite
TKT-0004093,ACC-00028,REP-004,2024-08-19,2024-09-12,P2,Bug,Issue with Performance - ref 4093,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,385,N,Security Package
TKT-0004094,ACC-00124,REP-008,2024-06-05,2024-07-02,P3,Integration,Issue with Feature Request - ref 4094,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,4,511,N,Security Package
TKT-0004095,ACC-00245,REP-002,2025-01-23,,P1,Integration,Issue with Billing - ref 4095,Machine learning model predictions diverging significantly from actuals.,,,,N,Analytics Module
TKT-0004096,ACC-00040,REP-016,2025-03-04,2025-03-16,P3,Bug,Issue with Performance - ref 4096,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,2,248,N,Platform License
TKT-0004097,ACC-00266,REP-011,2024-02-12,2024-03-13,P4,Access,Issue with Access - ref 4097,Automated reports not sending to correct distribution list after migration.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,119,N,Analytics Module
TKT-0004098,ACC-00371,REP-012,2024-10-16,2024-10-17,P1,Access,Issue with Performance - ref 4098,Automated reports not sending to correct distribution list after migration.,Identified bottleneck in reporting query. Optimized with clustering key.,2,336,Y,Data Integration Suite
TKT-0004099,ACC-00200,REP-013,2024-08-16,2024-09-09,P1,Billing,Issue with Feature Request - ref 4099,System performance degraded significantly during end-of-month close process.,Identified bottleneck in reporting query. Optimized with clustering key.,2,157,N,Platform License
TKT-0004100,ACC-00049,REP-003,2024-08-06,,P3,Training,Issue with Performance - ref 4100,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Analytics Module
TKT-0004101,ACC-00331,REP-001,2025-01-13,2025-01-29,P1,Billing,Issue with Access - ref 4101,Cannot connect Snowflake integration. Authentication keeps timing out.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,526,N,Platform License
TKT-0004102,ACC-00171,REP-005,2024-08-23,2024-09-22,P2,Training,Issue with Training - ref 4102,Invoice amount does not match contracted rate. Please review attachment.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,2,597,Y,Analytics Module
TKT-0004103,ACC-00256,REP-005,2024-06-17,2024-06-30,P3,Bug,Issue with Training - ref 4103,Cannot connect Snowflake integration. Authentication keeps timing out.,Model retrained with updated feature set. Accuracy improved to 94%.,3,498,N,Platform License
TKT-0004104,ACC-00236,REP-004,2024-08-05,2024-08-11,P3,Bug,Issue with Feature Request - ref 4104,Requesting bulk user provisioning feature for enterprise onboarding.,Billing team confirmed rate discrepancy. Credit issued to account.,4,706,N,Analytics Module
TKT-0004105,ACC-00162,REP-016,2024-03-14,,P2,Integration,Issue with Billing - ref 4105,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Platform License
TKT-0004106,ACC-00370,REP-005,2024-12-12,2025-01-10,P1,Access,Issue with Performance - ref 4106,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,317,N,Security Package
TKT-0004107,ACC-00333,REP-017,2024-05-13,2024-05-17,P4,Bug,Issue with Access - ref 4107,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,2,379,N,Platform License
TKT-0004108,ACC-00169,REP-005,2025-05-15,2025-06-12,P3,Feature Request,Issue with Training - ref 4108,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,3,679,N,Security Package
TKT-0004109,ACC-00115,REP-013,2024-09-10,2024-09-30,P3,Integration,Issue with Training - ref 4109,Invoice amount does not match contracted rate. Please review attachment.,Distribution list updated and tested. All reports sending correctly.,2,622,N,Data Integration Suite
TKT-0004110,ACC-00114,REP-017,2024-08-20,,P1,Billing,Issue with Integration - ref 4110,Data pipeline failing silently. No error logs visible in monitoring console.,,,,N,Analytics Module
TKT-0004111,ACC-00054,REP-004,2024-02-13,2024-02-21,P1,Feature Request,Issue with Integration - ref 4111,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,329,Y,Security Package
TKT-0004112,ACC-00485,REP-002,2024-06-17,2024-06-24,P2,Training,Issue with Performance - ref 4112,Need help configuring row-level security for multi-tenant environment.,Identified bottleneck in reporting query. Optimized with clustering key.,3,382,N,Platform License
TKT-0004113,ACC-00422,REP-005,2024-03-28,2024-04-04,P2,Feature Request,Issue with Training - ref 4113,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,143,N,Analytics Module
TKT-0004114,ACC-00454,REP-016,2024-09-25,2024-10-20,P1,Training,Issue with Training - ref 4114,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,2,330,Y,Analytics Module
TKT-0004115,ACC-00270,REP-012,2024-09-02,,P4,Access,Issue with Feature Request - ref 4115,Automated reports not sending to correct distribution list after migration.,,,,N,Platform License
TKT-0004116,ACC-00418,REP-018,2024-04-25,2024-04-29,P2,Feature Request,Issue with Billing - ref 4116,Dashboard loading extremely slow after latest update. Users unable to access reports.,Model retrained with updated feature set. Accuracy improved to 94%.,1,435,N,Security Package
TKT-0004117,ACC-00320,REP-008,2024-02-04,2024-02-16,P1,Billing,Issue with Training - ref 4117,Machine learning model predictions diverging significantly from actuals.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,110,N,Platform License
TKT-0004118,ACC-00143,REP-015,2024-04-11,2024-04-26,P2,Access,Issue with Bug - ref 4118,Data pipeline failing silently. No error logs visible in monitoring console.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,2,654,N,Platform License
TKT-0004119,ACC-00137,REP-013,2024-12-09,2024-12-18,P2,Performance,Issue with Training - ref 4119,API rate limits causing production failures during peak business hours.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,589,Y,Security Package
TKT-0004120,ACC-00452,REP-001,2025-03-14,,P1,Performance,Issue with Feature Request - ref 4120,API rate limits causing production failures during peak business hours.,,,,N,Analytics Module
TKT-0004121,ACC-00283,REP-004,2025-03-13,2025-03-20,P1,Training,Issue with Access - ref 4121,Dashboard loading extremely slow after latest update. Users unable to access reports.,Model retrained with updated feature set. Accuracy improved to 94%.,2,271,N,Data Integration Suite
TKT-0004122,ACC-00374,REP-018,2024-01-30,2024-02-25,P3,Billing,Issue with Billing - ref 4122,System performance degraded significantly during end-of-month close process.,Model retrained with updated feature set. Accuracy improved to 94%.,2,140,N,Security Package
TKT-0004123,ACC-00238,REP-003,2025-01-11,2025-01-23,P3,Billing,Issue with Training - ref 4123,Requesting bulk user provisioning feature for enterprise onboarding.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,225,N,Analytics Module
TKT-0004124,ACC-00396,REP-001,2025-01-15,2025-01-17,P4,Billing,Issue with Billing - ref 4124,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,457,N,Analytics Module
TKT-0004125,ACC-00294,REP-003,2024-02-16,,P4,Integration,Issue with Bug - ref 4125,Data pipeline failing silently. No error logs visible in monitoring console.,,,,N,Data Integration Suite
TKT-0004126,ACC-00305,REP-008,2025-01-15,2025-01-23,P4,Feature Request,Issue with Integration - ref 4126,Data pipeline failing silently. No error logs visible in monitoring console.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,3,27,Y,Analytics Module
TKT-0004127,ACC-00040,REP-015,2024-09-06,2024-09-22,P1,Training,Issue with Feature Request - ref 4127,Automated reports not sending to correct distribution list after migration.,Identified bottleneck in reporting query. Optimized with clustering key.,2,638,Y,Security Package
TKT-0004128,ACC-00298,REP-005,2024-02-19,2024-03-16,P1,Bug,Issue with Performance - ref 4128,API rate limits causing production failures during peak business hours.,Model retrained with updated feature set. Accuracy improved to 94%.,2,552,Y,Security Package
